occ_code,entry_rate_baseline,entry_rate_recent,entrant_share_baseline,entrant_share_recent,exit_rate_baseline,exit_rate_recent,current_sample_n_baseline,current_sample_n_recent,young_employment_baseline,young_employment_recent,median_weekly_wage_baseline,median_weekly_wage_recent,wage_sample_n_baseline,wage_sample_n_recent,title,soc_major_label,ai_exposure,automation_exposure,augmentation_exposure,theoretical_exposure,entry_rate_change_pp,exit_rate_change_pp,wage_growth,young_employment_growth,employment_wage_interaction,joint_pattern
43-5061,0.0001399708839713782,0.00011934639889417784,0.1347397883273847,0.10737572910367875,0.12000247793613322,0.13001629927349306,351.0,162.0,42527.065761363636,45938.070824166665,991.4571428571429,1110.1290322580646,140.0,62.0,"Production, Planning, and Expediting Clerks",Office & Administrative Support,0.0934,0.067178216839896,0.0262217831601039,0.9230769230769232,-0.0020624485077200354,1.001382133735984,0.11969442174670064,0.08020786296293148,0.00960043377688669,more juniors + higher wages
29-1131,4.0753819861343696e-06,0.0,0.02484242801954282,0.0,0.015809255668981535,0.0,67.0,27.0,6675.974019318182,6313.5420125,1730.0,,10.0,,Veterinarians,Healthcare Practitioners & Technical,0.0926,0.0258118466898954,0.0667881533101045,0.4594594594594595,-0.00040753819861343694,-1.5809255668981534,,-0.05428900798136982,,insufficient data
27-2012,0.00010317766137539842,0.00010323906807348887,0.1271358948666183,0.13877455355757543,0.08714287124848538,0.13304609631478123,295.0,137.0,33019.55917878788,30821.983269999997,1006.5504587155963,1080.093023255814,109.0,43.0,Producers and Directors,"Arts, Design, Entertainment, Sports, & Media",0.092,0.0428775807769103,0.0491224192230897,0.8453355155482816,6.140669809044565e-06,4.590322506629585,0.0730639620730602,-0.0665537627831092,-0.0048626815998045365,fewer juniors + higher wages
21-1022,3.3379635737950015e-05,4.0336853643124295e-05,0.16706754131085436,0.11531504731372051,0.12920158425711875,0.0867969651643449,87.0,58.0,8140.482588825758,14512.242123333333,616.0,1010.0,10.0,20.0,Healthcare Social Workers,Community & Social Service,0.0916,,,0.65625,0.0006957217905174279,-4.240461909277385,0.6396103896103895,0.7827250368736043,0.5006390657925326,more juniors + higher wages
53-2031,3.272281343828848e-05,2.3879156733291896e-05,0.09417542186174219,0.035596981256192275,0.06251978762734704,0.05057585604074053,119.0,89.0,14073.866977272726,27869.30371666667,833.8867924528302,553.7647058823529,53.0,34.0,Flight Attendants,Transportation & Material Moving,0.0913,0.0,0.0913,0.1875,-0.0008843656704996582,-1.194393158660651,-0.3359234000415262,0.9802165077779683,-0.32927766206960624,more juniors + lower wages
29-1051,7.939437824563458e-05,0.0001248038301343352,0.0663834874547286,0.09636330264187802,0.056615496302322404,0.1046187458374183,422.0,207.0,48605.75732784091,53707.41957416666,1569.5209580838323,1297.142857142857,167.0,70.0,Pharmacists,Healthcare Practitioners & Technical,0.0896,0.0076039603960395,0.0819960396039604,0.7428571428571429,0.004540945188870062,4.800324953509589,-0.1735421878491582,0.10496004026674366,-0.018214995024626437,more juniors + lower wages
17-2141,0.00015240097762258037,0.00018520742547296969,0.06604519725802031,0.08204564588854565,0.08196110972747615,0.06861082139691298,788.0,348.0,93911.32409469697,92544.00040166666,1417.7124183006536,1711.904761904762,306.0,126.0,Mechanical Engineers,Architecture & Engineering,0.0813,0.0290935471588011,0.0522064528411988,0.8564037087703298,0.003280644785038931,-1.3350288330563176,0.2075120030032207,-0.01455973181308301,-0.0030213191117225697,fewer juniors + higher wages
17-1011,5.0136261374786305e-05,6.427328647567928e-05,0.08112534548715299,0.10242212707946916,0.11123025380683613,0.09466721206496295,227.0,89.0,25310.893987878786,25913.718488333332,1175.076923076923,1013.8181818181819,91.0,33.0,"Architects, Except Landscape and Naval",Architecture & Engineering,0.0784,0.0281019573200263,0.0502980426799736,0.9069767441860463,0.0014137025100892974,-1.6563041741873175,-0.13723249779809088,0.023816800020703965,-0.0032684389563988276,more juniors + lower wages
17-2011,6.853172081015839e-05,9.596775926274774e-05,0.08314593740575298,0.10447457011372752,0.08750027084160056,0.08270896249762164,278.0,123.0,33292.658306060606,37780.65199,1596.826923076923,1730.0,104.0,52.0,Aerospace Engineers,Architecture & Engineering,0.0753,0.03396992481203,0.0413300751879699,0.9285714285714284,0.002743603845258935,-0.4791308343978923,0.0833985668693924,0.13480430558236312,0.011242485893392717,more juniors + higher wages
43-4151,0.0001448779316247789,0.0001114819474965379,0.21030798971499684,0.1451087439664026,0.22308823780712073,0.1439701474009335,232.0,115.0,28109.63173465909,32111.169639166663,628.7058823529412,671.8604651162791,85.0,43.0,Order Clerks,Office & Administrative Support,0.0748,,,1.0,-0.0033395984128241005,-7.9118090406187225,0.06864033560785399,0.14235468974763155,0.00977127367962936,more juniors + higher wages
29-2052,0.00024996667861527564,0.00017536928713040293,0.10067021912493555,0.06252127471193529,0.1074549508578423,0.08375981836792656,860.0,428.0,101460.20564640152,116154.41793,608.4813753581661,654.4642857142857,349.0,168.0,Pharmacy Technicians,Healthcare Practitioners & Technical,0.0735,0.0735,0.0,0.5588235294117647,-0.007459739148487271,-2.369513248991574,0.07556995533191624,0.1448273457557263,0.010944596049600226,more juniors + higher wages
35-9031,0.00040105809916519166,0.00037314909005393726,0.1956557619606563,0.1452130744530435,0.18668029984200105,0.1844518326723774,671.0,328.0,83088.53491022727,106704.67648666666,358.7719298245614,410.1666666666667,285.0,120.0,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Food Preparation & Serving,0.0734,0.0292248899559824,0.0441751100440176,0.3999999999999999,-0.00279090091112544,-0.22284671696236324,0.14325183374083128,0.2842286436023378,0.04071627439770408,more juniors + higher wages
11-9199,0.0015947395075981126,0.0014655111883581488,0.14153455394265835,0.13019069109279896,0.13636814695107596,0.15007566686019874,4151.0,1838.0,454460.8299774621,460634.0889516667,1040.5393258426966,1122.556438791733,1335.0,629.0,"Managers, All Other",Management,0.0686,0.025236825785672,0.0433631742143279,0.91125694749159,-0.012922831923996379,1.3707519909122778,0.07882173303023743,0.013583698675440736,0.0010706906705587795,more juniors + higher wages
13-2031,5.777944476513765e-06,1.1960163677793006e-05,0.045411353102510384,0.0497371031804414,0.00210977167027455,0.06942521437293075,63.0,37.0,5220.997005871212,10332.638356666666,962.0,1500.0,10.0,10.0,Budget Analysts,Business & Financial Operations,0.0672,0.0,0.0672,0.96,0.0006182219201279241,6.73154427026562,0.5592515592515592,0.9790546412969048,0.54753783473777,more juniors + higher wages
39-9041,7.355877562647214e-05,7.585879126260805e-05,0.22723885866079147,0.18581469994608024,0.17815664137641407,0.2041930792309906,111.0,65.0,13261.188610416666,16427.07702333333,423.14285714285717,256.0,42.0,14.0,Residential Advisors,Personal Care & Service,0.067,0.0321862745098039,0.034813725490196,0.38,0.00023000156361359153,2.6036437854576517,-0.3950033760972317,0.23873338249859888,-0.09430049207405831,more juniors + lower wages
11-9111,0.00018324160758254545,0.0002340953101515764,0.12161848721367788,0.14400509975117182,0.107611542655636,0.11340550682117223,559.0,258.0,61324.679166477275,66711.40831249999,974.9519230769231,1059.4157303370787,208.0,89.0,Medical and Health Services Managers,Management,0.0659,0.0156901332777473,0.0502098667222526,0.8571428571428571,0.005085370256903096,0.5793964165536236,0.08663381779235846,0.08783949984311268,0.007609871224380123,more juniors + higher wages
17-2199,0.0003631949140470981,0.0003962992523788628,0.1243957533352337,0.12244137734366244,0.1120207723038757,0.10792446784510486,1008.0,515.0,118401.99260208334,131481.4309375,1422.211055276382,1652.4083769633507,398.0,191.0,"Engineers, All Other",Architecture & Engineering,0.0659,0.0229971070533134,0.0429028929466865,0.8478464810043758,0.0033104338331764677,-0.4096304458770836,0.1618587626871133,0.11046637010048532,0.017879949983001284,more juniors + higher wages
43-3041,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,Gambling Cage Workers,Office & Administrative Support,0.0653,,,0.4516129032258064,0.0,,,,,insufficient data
13-1141,2.2162131361464535e-05,1.3757997689246497e-05,0.12570009438062976,0.07792263342150031,0.16652075613195233,0.16055923954940177,59.0,24.0,7278.277149621212,7051.524380833333,600.0,,11.0,,"Compensation, Benefits, and Job Analysis Specialists",Business & Financial Operations,0.0649,0.0292186330133053,0.0356813669866946,0.8684210526315789,-0.0008404133672218037,-0.5961516582550563,,-0.031154731281382908,,insufficient data
27-3011,3.0368493141601784e-05,0.0,0.3210437060762811,0.0,0.19473155524406915,0.4296386081162505,36.0,3.0,3881.5978263257575,475.27043749999996,,,,,Broadcast Announcers and Radio Disc Jockeys,"Arts, Design, Entertainment, Sports, & Media",0.0634,0.0244811881188118,0.0389188118811881,0.9,-0.0030368493141601782,23.490705287218134,,-0.8775580421349624,,insufficient data
13-2053,5.705752594462685e-05,4.62799711982327e-05,0.12179935715923429,0.12695774795341244,0.08008139771157137,0.06022891671954076,155.0,49.0,18941.757640719698,15335.165488333332,1126.6415094339623,1125.0,53.0,22.0,Insurance Underwriters,Business & Financial Operations,0.0625,0.0625,0.0,1.0,-0.0010777554746394156,-1.985248099203061,-0.0014569935691318703,-0.19040430253595686,0.0002774178443299282,fewer juniors + lower wages
11-9121,1.1656572199955207e-05,1.5813580347834584e-05,0.1493833714765519,0.05451834060033292,0.1400985457080437,0.0379338002138292,30.0,39.0,3134.1994945075758,11193.9128975,,1200.0,,15.0,Natural Sciences Managers,Management,0.0613,0.023001039966315,0.0382989600336849,0.9498415323136284,0.0004157008147879377,-10.21647454942145,,2.571538096766464,,insufficient data
19-4021,3.082206136586411e-05,2.2860131867943575e-05,0.16318822355075985,0.09521915991061078,0.2099682453604489,0.10151815465163774,86.0,47.0,7754.6537276515155,9751.728781666667,,780.0,,11.0,Biological Technicians,"Life, Physical, & Social Science",0.0599,0.0181822804314329,0.041717719568567,0.6333333333333333,-0.0007961929497920534,-10.845009070881115,,0.2575324603978111,,insufficient data
43-4061,3.088735205748665e-05,0.0,0.181537269093469,0.0,0.07425905669219159,0.04371230061249102,51.0,25.0,6985.786365340909,7001.669734166667,,,,,"Eligibility Interviewers, Government Programs",Office & Administrative Support,0.0597,0.0,0.0597,0.96,-0.003088735205748665,-3.0546756079700566,,0.002273669418887625,,insufficient data
29-1141,0.0010076124485155374,0.0009753837232903545,0.07144700097743067,0.0664956933594229,0.07484038273668307,0.062491380598231124,5082.0,2342.0,567595.6620488636,596088.7266475,1132.2368421052631,1309.4162995594713,1976.0,908.0,Registered Nurses,Healthcare Practitioners & Technical,0.0595,0.019659415713691,0.0398405842863089,0.6908921729611385,-0.003222872522518289,-1.234900213845195,0.1564862146022059,0.05019958132834246,0.007855542456687887,more juniors + higher wages
19-3033,4.5499175019906585e-06,8.452456389641634e-06,0.12088955183308425,1.0,0.14066655674351888,1.0,11.0,1.0,1572.7080301136364,319.6257,,,,,Clinical and Counseling Psychologists,"Life, Physical, & Social Science",0.0591,0.0125331635008656,0.0465668364991343,0.6481481481481481,0.00039025388876509756,85.93334432564811,,-0.796767299536898,,insufficient data
27-1022,3.2609441233054595e-05,3.7477976167800897e-05,0.17397777790855604,0.2219517826007057,0.20178870322225265,0.17414293363476765,57.0,23.0,7659.96745965909,7140.7090966666665,,,,,Fashion Designers,"Arts, Design, Entertainment, Sports, & Media",0.0568,0.0347707634224569,0.022029236577543,0.78125,0.0004868534934746301,-2.764576958748499,,-0.06778858601254867,,insufficient data
35-1012,0.0004203440181381474,0.00030263690395378623,0.11545004641085116,0.09191856448013806,0.13302586394410248,0.12211148351766869,1297.0,530.0,147694.8546473485,134940.72149583334,543.8871595330739,695.4615384615385,514.0,208.0,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation & Serving,0.0564,,,0.8,-0.011770711418436117,-1.0914380426433792,0.27868718036769025,-0.0863546206939182,-0.024065925752909455,fewer juniors + higher wages
19-2041,3.491505121018498e-05,1.67889995157773e-05,0.1283449518643475,0.04069527490785564,0.16315735612485127,0.033125184819213914,90.0,76.0,11251.971666098485,16918.56742666667,1091.8333333333333,1184.7692307692307,24.0,26.0,"Environmental Scientists and Specialists, Including Health","Life, Physical, & Social Science",0.0548,0.0204201253692656,0.0343798746307343,0.9810659186535764,-0.0018126051694407677,-13.003217130563735,0.08511912450242476,0.5036091388002066,0.0428667689860937,more juniors + higher wages
25-4031,3.249763547428896e-05,2.0884113044493707e-05,0.19415344393176628,0.11804446205322826,0.21885871711814772,0.052625746004283165,67.0,33.0,6838.817519318181,7341.974056666668,,,,,Library Technicians,Educational Instruction & Library,0.054,0.02173217698712,0.0322678230128799,0.75,-0.001161352242979525,-16.623297111386456,,0.07357361648079919,,insufficient data
15-2011,1.708242967241221e-05,2.75903105408768e-05,0.05549497523482293,0.09382639567437386,0.06399142642041045,0.02976176089163731,99.0,47.0,12438.929713636364,12265.737048333332,1647.037037037037,,27.0,,Actuaries,Computer & Mathematical,0.0539,0.0116502604166666,0.0422497395833333,1.0,0.0010507880868464593,-3.4229665528773134,,-0.013923437891377954,,insufficient data
29-1161,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,Nurse Midwives,Healthcare Practitioners & Technical,0.052,0.0223923444976076,0.0296076555023923,0.5853658536585367,0.0,,,,,insufficient data
51-2011,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Production,0.0494,,,0.05,0.0,,,,,insufficient data
47-2221,4.6130032577464496e-05,2.7002635861392236e-05,0.17479764847447152,0.08660034620031988,0.1025801200338012,0.054734225292381165,91.0,49.0,10765.150025189394,13295.383714166666,1100.0,800.0,12.0,11.0,Structural Iron and Steel Workers,Construction & Extraction,0.0491,,,0.0571428571428571,-0.001912739671607226,-4.7845894741420025,-0.2727272727272727,0.23503933368850172,-0.06410163646050046,more juniors + lower wages
43-3051,4.788248273915364e-05,7.903596547414984e-05,0.12192808275204717,0.1512959284821474,0.1209015422395125,0.0848130951295334,138.0,86.0,15954.05782878788,21857.23986,666.280701754386,844.7058823529412,57.0,34.0,Payroll and Timekeeping Clerks,Office & Administrative Support,0.0487,0.0142656565656565,0.0344343434343434,1.0,0.00311534827349962,-3.608844710997909,0.26779280883979273,0.37001132217035604,0.09908637126652511,more juniors + higher wages
47-4011,3.0173428278594525e-05,4.0350040036014954e-05,0.11764463690242384,0.09344063610858253,0.127569721138606,0.051256306180269696,96.0,63.0,10504.414455492424,17870.788625,780.0,871.2,11.0,25.0,Construction and Building Inspectors,Construction & Extraction,0.0481,0.02108090448059,0.0270190955194099,0.6682085786375105,0.0010176611757420429,-7.631341495833633,0.11692307692307691,0.7012646160068383,0.08199401664079954,more juniors + higher wages
31-9092,0.00047265986218137393,0.0004953076838306879,0.10838158293767754,0.09735912306889885,0.10987300816993076,0.10026324324430577,1526.0,714.0,177064.9806969697,210884.4747575,607.7090301003344,727.7963636363636,598.0,275.0,Medical Assistants,Healthcare Support,0.0476,,,0.5384615384615384,0.002264782164931395,-0.9609764925624986,0.1976066301272541,0.19100046732791975,0.037742958701400924,more juniors + higher wages
19-3034,1.5000364208955851e-05,1.2277621309032187e-05,0.07037068487480683,0.0939428962872212,0.06811328115324927,0.12239223170230817,74.0,23.0,8767.71482405303,5415.811779166666,1058.0,,10.0,,School Psychologists,"Life, Physical, & Social Science",0.0467,0.0099035319033913,0.0367964680966086,0.7837837837837838,-0.00027227428999236647,5.42789505490589,,-0.38230064642281414,,insufficient data
13-1131,4.17908023111769e-05,2.52875820139604e-05,0.14329093759751327,0.08894098632151824,0.09983433540382727,0.12241292928484782,133.0,56.0,11947.98351060606,12154.537215,969.3777777777777,1106.0,45.0,14.0,Fundraisers,Business & Financial Operations,0.0466,0.0163629632569495,0.0302370367430504,0.8846153846153847,-0.00165032202972165,2.2578593881020543,0.14093805877768095,0.017287746020957062,0.0024365013648352664,more juniors + higher wages
43-5031,3.885273160791494e-05,2.97506172474087e-05,0.07220742101705113,0.05090243944646178,0.04873923899356205,0.06128155640901577,184.0,104.0,21994.063796022725,24512.56821666667,801.012987012987,969.125,77.0,32.0,Public Safety Telecommunicators,Office & Administrative Support,0.0465,0.0188305785123966,0.0276694214876033,0.90625,-0.0009102114360506242,1.2542317415453716,0.2098742663510491,0.11450837116783186,0.024032360389902335,more juniors + higher wages
37-2021,8.547713395288484e-05,8.736919324817154e-05,0.14775379016031698,0.14163518765526903,0.133650877588571,0.08428870540304784,219.0,94.0,23608.281117992425,25343.68806,722.9411764705883,897.6744186046511,85.0,43.0,Pest Control Workers,Building & Grounds Cleaning & Maintenance,0.046,,,0.3333333333333333,0.00018920592952866998,-4.936217218552316,0.24169773118625448,0.07350839874085469,0.017766813198799105,more juniors + higher wages
27-1021,2.7165942590148874e-06,1.7057226147266586e-05,0.08489672777287124,0.14645237495059732,0.1965301193530678,0.1378082708816121,12.0,15.0,1301.84705,4584.433974166666,,,,,Commercial and Industrial Designers,"Arts, Design, Entertainment, Sports, & Media",0.0437,0.011346415621717,0.0323535843782829,0.9310344827586208,0.0014340631888251699,-5.87218484714557,,2.521484320425096,,insufficient data
37-1011,9.510536451566375e-05,6.24911632435038e-05,0.15401621068729393,0.09201194682077922,0.20090666811363916,0.13878250759869568,227.0,106.0,25117.13641344697,27615.5649425,752.2647058823529,850.0,68.0,11.0,First-Line Supervisors of Housekeeping and Janitorial Workers,Building & Grounds Cleaning & Maintenance,0.0436,0.0111754512635379,0.0324245487364621,0.3673469387755101,-0.003261420127215995,-6.2124160514943485,0.12992141377018407,0.0994710737691995,0.012923422533332672,more juniors + higher wages
11-2022,0.00012361797266069186,0.00011314201528043533,0.10292768244369581,0.10771803648949624,0.06928576796454089,0.13152604657760567,429.0,175.0,49219.24102234849,43662.79504916666,1179.625,1421.9178082191781,192.0,73.0,Sales Managers,Management,0.0433,0.0152823529411764,0.0280176470588235,0.9,-0.001047595738025653,6.224027861306477,0.2053981631613251,-0.11289174432126792,-0.02318775691966638,fewer juniors + higher wages
13-2061,1.3936141816852949e-05,4.041228149442614e-06,0.11261697101214263,0.20268609192059103,0.0619590236401324,0.37456521231450735,32.0,4.0,5086.224874242424,809.1124708333333,,,,,Financial Examiners,Business & Financial Operations,0.0428,0.0124453900709219,0.030354609929078,0.9393939393939394,-0.0009894913667410335,31.260618867437493,,-0.8409208222525065,,insufficient data
43-5021,0.0013930056282063586,0.0010234985328798274,0.24080350912704054,0.20408873855511966,0.23128068889541184,0.181480708239758,1876.0,752.0,233528.1954585227,207323.999655,559.895061728395,632.0757575757576,648.0,264.0,Couriers and Messengers,Office & Administrative Support,0.0412,0.01545,0.02575,0.3793103448275862,-0.03695070953265312,-4.979998065565383,0.12891825769018372,-0.11220998711556818,-0.014465916034377014,fewer juniors + higher wages
29-1129,0.00015657402744728228,0.00019349793644606652,0.1104810356059833,0.10855741840052448,0.12329737421446232,0.09749349474075264,471.0,270.0,57872.40106761364,72467.00126416667,940.7514450867052,1043.106796116505,173.0,103.0,"Therapists, All Other",Healthcare Practitioners & Technical,0.0402,,,0.6432624113475177,0.003692390899878424,-2.5803879473709683,0.10880169418221408,0.25218584208216677,0.027438246867308044,more juniors + higher wages
51-9198,9.102972059682915e-05,9.313939524504733e-05,0.22131352917576327,0.1739596058305647,0.2569215695497948,0.1981774588848393,138.0,78.0,16684.36300909091,22059.0424775,534.2745098039215,660.0,51.0,30.0,Helpers--Production Workers,Production,0.0393,0.0152129032258064,0.0240870967741935,0.1333333333333333,0.00021096746482181803,-5.874411066495547,0.23532002348796244,0.32213872747077943,0.07580569291480614,more juniors + higher wages
29-2035,8.79897059155743e-05,5.483987155155573e-05,0.4430358706603965,0.25421509827426536,0.38280625481373226,0.29208481122890867,73.0,39.0,8051.781576893939,9109.785275833332,730.0,1250.0,11.0,10.0,Magnetic Resonance Imaging Technologists,Healthcare Practitioners & Technical,0.039,0.0156614173228346,0.0233385826771653,0.6,-0.0033149834364018566,-9.072144358482358,0.7123287671232876,0.13139995028870732,0.09359996458921617,more juniors + higher wages
19-2021,4.283087891978797e-06,0.0,0.10980878537704707,0.0,0.0,0.25934864477265906,20.0,1.0,1568.2937615530304,473.32559583333335,,,,,Atmospheric and Space Scientists,"Life, Physical, & Social Science",0.038,0.0184242424242424,0.0195757575757575,0.9565217391304348,-0.00042830878919787976,25.934864477265908,,-0.6981907296726002,,insufficient data
19-2099,0.00025568391080568834,0.00020704331770957855,0.11386924060066494,0.08822684858488514,0.0814613365011697,0.10222218538321781,785.0,395.0,91424.82218958333,95803.34897250001,1041.4889589905363,945.082191780822,317.0,146.0,"Physical Scientists, All Other","Life, Physical, & Social Science",0.0379,0.0262384615384615,0.0116615384615384,0.9130434782608696,-0.004864059309610979,2.0760848882048113,-0.09256628827170343,0.04789210061395743,-0.004433193991369009,more juniors + lower wages
33-3021,2.4185143091893884e-05,3.823353025904957e-05,0.08065497326205952,0.12151983956327018,0.09217309470071526,0.1977927394011125,102.0,51.0,12285.419099242423,13235.704302499998,924.0,1154.0,13.0,11.0,Detectives and Criminal Investigators,Protective Service,0.0374,0.0116843273278846,0.0257156726721153,0.7064353946706888,0.0014048387167155687,10.561964470039724,0.24891774891774898,0.07735065410313724,0.019253950696668364,more juniors + higher wages
27-2041,2.1085299898976386e-05,3.5566701014046566e-05,0.1115256818271795,0.14744753173123157,0.1298717241343002,0.03376716164499012,55.0,30.0,7741.5306909090905,9750.991731666667,,,,,Music Directors and Composers,"Arts, Design, Entertainment, Sports, & Media",0.0368,0.0167272727272727,0.0200727272727272,0.894736842105263,0.0014481401115070181,-9.610456248931008,,0.25956895619070464,,insufficient data
17-2121,7.934652140186813e-06,7.721780902368156e-06,0.17997483180904086,0.0542825309429136,0.2125505179790547,0.13531130288557905,19.0,18.0,1789.017858901515,5863.2928600000005,,,,,Marine Engineers and Naval Architects,Architecture & Engineering,0.0358,0.0179,0.0179,0.7368421052631579,-2.128712378186572e-05,-7.723921509347564,,2.277380843811226,,insufficient data
17-2081,2.7621398231669238e-05,4.123365308703406e-05,0.13850089861273132,0.15672359282708193,0.11632188794331719,0.033092984520389196,71.0,45.0,8143.336642234849,11030.474166666667,1440.0,1460.0,10.0,11.0,Environmental Engineers,Architecture & Engineering,0.0358,0.0173885714285714,0.0184114285714285,0.9814814814814814,0.0013612254855364823,-8.3228903422928,0.01388888888888884,0.3545398712191119,0.004924164878043203,more juniors + higher wages
11-1011,0.00011789561148509037,0.00014304887943385186,0.11303569580641383,0.13132128264819098,0.1488025886630874,0.2157293882252259,373.0,173.0,42442.771248674246,45180.5159175,1512.967032967033,1719.4871794871794,91.0,39.0,Chief Executives,Management,0.0333,0.0073795469047803,0.0259204530952196,0.8822222222222222,0.0025153267948761493,6.692679956213849,0.13650009684292064,0.06450438056424668,0.00880485419381228,more juniors + higher wages
51-9061,0.0005385407135515562,0.0004857941827978692,0.146874580570327,0.13339118312208223,0.14433332000834936,0.12355493996380534,1351.0,584.0,148606.38864375,150657.00581250002,737.7252747252747,837.8189655172414,546.0,232.0,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,0.0324,0.0161312588401697,0.0162687411598302,0.5625,-0.005274653075368698,-2.077838004454402,0.13567881462274833,0.013798983929728115,0.0018722297825838642,more juniors + higher wages
33-1011,2.1139685176047944e-05,0.0,0.13114296891989638,0.0,0.17325551437533915,0.0,56.0,19.0,6503.2057732954545,6003.1048900000005,,,,,First-Line Supervisors of Correctional Officers,Protective Service,0.0315,,,0.3478260869565217,-0.0021139685176047945,-17.325551437533914,,-0.07690067033539849,,insufficient data
11-9041,1.3011000817241102e-05,3.691448587684105e-05,0.0545775060102222,0.20384818594117193,0.08779556371257785,0.20113438873942127,80.0,24.0,9607.653079545455,7538.451097500001,1810.0,,10.0,,Architectural and Engineering Managers,Management,0.0306,0.0087428571428571,0.0218571428571428,0.8334975369458129,0.002390348505959995,11.333882502684341,,-0.21537018092907123,,insufficient data
39-5012,0.00041833564451290836,0.0003969230355183158,0.11888141938087429,0.12308404597961858,0.10014468136121878,0.10084890864669896,1269.0,493.0,142958.2434943182,133962.92423333332,558.0793650793651,654.7737226277372,378.0,137.0,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care & Service,0.0304,,,0.1052631578947368,-0.002141260899459255,0.07042272854801829,0.1732627357304659,-0.06292270414851853,-0.010902159860331056,fewer juniors + higher wages
49-2098,4.026915926347541e-05,4.753359621240184e-05,0.10831390860713894,0.1370005616129947,0.06304290874482286,0.10200759502921447,131.0,58.0,15095.035070075757,14543.833928333333,742.6896551724138,1120.0,29.0,10.0,Security and Fire Alarm Systems Installers,"Installation, Maintenance, & Repair",0.0303,0.0303,0.0,0.2666666666666666,0.0007264436948926426,3.8964686284391608,0.508032314978178,-0.03651539325238928,-0.018550999766349868,fewer juniors + higher wages
47-1011,0.0002426438596363063,0.0002780657807703736,0.1406917854984415,0.14456520865524902,0.10928748947873716,0.13826192696214845,687.0,342.0,70585.23568655303,78191.4286525,1010.8474576271186,1222.1311475409836,236.0,122.0,First-Line Supervisors of Construction Trades and Extraction Workers,Construction & Extraction,0.0296,,,0.8,0.0035421921134067324,2.897443748341129,0.20901639344262302,0.10775897950845836,0.022523393257915483,more juniors + higher wages
47-2061,0.002336686484499771,0.0023180255771709994,0.20578199494634375,0.19370470878481308,0.21236617005545128,0.19635195665932695,4024.0,1859.0,457125.9905933712,491326.5553883333,729.3452380952381,800.0,1512.0,715.0,Construction Laborers,Construction & Extraction,0.0281,,,0.1,-0.0018660907328771782,-1.6014213396124326,0.09687423488125368,0.07481649588676431,0.007247790795526756,more juniors + higher wages
13-2081,7.67135770704427e-06,1.1396382244372089e-05,0.05616401185015496,0.2655484230704876,0.12032441956494687,0.27337089250268465,52.0,7.0,5565.2914875,1765.8473183333333,,,,,"Tax Examiners and Collectors, and Revenue Agents",Business & Financial Operations,0.0275,0.0026570048309178,0.0248429951690821,0.967741935483871,0.00037250245373278196,15.304647293773776,,-0.6827035345229375,,insufficient data
43-9071,2.9757973570079172e-05,1.8591514318234627e-05,0.15029863873287083,0.13102296228144966,0.22379592758559846,0.2233760122575322,67.0,18.0,8060.584061742424,5419.6534458333335,,,,,"Office Machine Operators, Except Computer",Office & Administrative Support,0.0239,0.0119157593123209,0.011984240687679,0.5,-0.0011166459251844545,-0.04199153280662615,,-0.3276351435181498,,insufficient data
43-3071,0.0002351680261744026,0.00020638268361908632,0.1078547179552374,0.0766939373633528,0.12268306921255083,0.05218666358612897,867.0,445.0,89288.84870378788,111064.78119666668,612.2426035502958,700.7428571428571,338.0,175.0,Tellers,Office & Administrative Support,0.0231,,,0.7708333333333333,-0.0028785342555316283,-7.049640562642185,0.14455095591088019,0.2438818823291089,0.03525335922001749,more juniors + higher wages
29-1299,7.540158749147264e-06,1.1545878328584758e-06,0.24779143513327634,0.029251538620739048,0.0767622203524993,0.0,11.0,9.0,1228.9432153409093,1524.8326766666667,,,,,"Healthcare Diagnosing or Treating Practitioners, All Other",Healthcare Practitioners & Technical,0.0222,0.0093834287741315,0.0128165712258684,0.796474358974359,-0.0006385570916288788,-7.67622203524993,,0.2407673988774799,,insufficient data
31-9095,6.583389307709199e-05,6.318434169371389e-05,0.18606980314595328,0.19832281507169597,0.20080977653316992,0.24232497352243867,125.0,47.0,14446.77948996212,12999.964287499999,501.3658536585366,,41.0,,Pharmacy Aides,Healthcare Support,0.022,0.0,0.022,0.52,-0.0002649551383378105,4.151519698926876,,-0.10014793978598446,,insufficient data
23-2093,6.939416813963524e-05,5.1198304909058905e-05,0.20977556685857196,0.15877614060727713,0.1657059705968379,0.2309318963760048,136.0,69.0,13560.01050965909,13318.40042,754.8253968253969,857.3913043478261,63.0,23.0,"Title Examiners, Abstractors, and Searchers",Legal,0.0216,0.01134,0.01026,0.9285714285714284,-0.0018195863230576334,6.522592577916692,0.13588030815311103,-0.017817839410005365,-0.002421093509654175,fewer juniors + higher wages
