occ_code,title,ai_exposure,automation_exposure,augmentation_exposure,theoretical_exposure,theoretical_exposure_conservative,automation_share,augmentation_share,classified_task_n,soc_major,soc_major_label,exposure_q,high_exposure
19-4042,"Environmental Science and Protection Technicians, Including Health",0.1444,0.1095801418439716,0.0348198581560283,0.6666666666666667,0.4555555555555556,0.7588652482269503,0.2411347517730496,6.0,19,"Life, Physical, & Social Science",Q3,1
19-4043,"Geological Technicians, Except Hydrologic Technicians",0.229,0.1830621725675577,0.0459378274324423,0.7317073170731707,0.3902439024390244,0.7993981334827848,0.2006018665172153,5.0,19,"Life, Physical, & Social Science",Q3,1
19-4051,Nuclear Technicians,0.0,0.0,0.0,0.2586580086580086,0.185064935064935,,,4.0,19,"Life, Physical, & Social Science",Q0 (none),0
19-4061,Social Science Research Assistants,0.4393,0.1763175852793332,0.2629824147206668,0.9090909090909092,0.6666666666666667,0.4013603124956367,0.5986396875043632,11.0,19,"Life, Physical, & Social Science",Q4 (high),1
19-4071,Forest and Conservation Technicians,0.0221,0.0096065315315315,0.0124934684684684,0.576923076923077,0.3269230769230769,0.4346846846846847,0.5653153153153153,1.0,19,"Life, Physical, & Social Science",Q1 (low),0
19-4092,Forensic Science Technicians,0.0,0.0,0.0,0.7096774193548387,0.3870967741935484,,,2.0,19,"Life, Physical, & Social Science",Q0 (none),0
19-4099,"Life, Physical, and Social Science Technicians, All Other",0.0955,0.0450705705438454,0.0504294294561545,0.9148936170212766,0.5348318462594372,0.4719431470559734,0.5280568529440265,9.0,19,"Life, Physical, & Social Science",Q2,0
19-5011,Occupational Health and Safety Specialists,0.0,0.0,0.0,0.6190476190476191,0.3333333333333333,,,,19,"Life, Physical, & Social Science",Q0 (none),0
19-5012,Occupational Health and Safety Technicians,0.0,0.0,0.0,0.6666666666666666,0.3958333333333333,,,2.0,19,"Life, Physical, & Social Science",Q0 (none),0
21-1012,"Educational, Guidance, and Career Counselors and Advisors",0.1182,0.0400814108100008,0.0781185891899991,0.5263157894736842,0.2894736842105263,0.3390982302030525,0.6609017697969474,9.0,21,Community & Social Service,Q3,1
21-1013,Marriage and Family Therapists,0.0,0.0,0.0,0.1481481481481481,0.1111111111111111,,,6.0,21,Community & Social Service,Q0 (none),0
21-1015,Rehabilitation Counselors,0.0,0.0,0.0,0.6451612903225806,0.3548387096774194,,,1.0,21,Community & Social Service,Q0 (none),0
21-1021,"Child, Family, and School Social Workers",0.0074,0.0,0.0074,0.4285714285714285,0.2428571428571428,0.0,1.0,3.0,21,Community & Social Service,Q1 (low),0
21-1022,Healthcare Social Workers,0.0916,,,0.65625,0.34375,,,5.0,21,Community & Social Service,Q2,0
21-1023,Mental Health and Substance Abuse Social Workers,0.0,0.0,0.0,0.5416666666666666,0.2708333333333333,0.5,0.5,3.0,21,Community & Social Service,Q0 (none),0
21-1091,Health Education Specialists,0.1376,0.072745439698143,0.0648545603018569,0.8064516129032258,0.532258064516129,0.5286732536202257,0.4713267463797743,3.0,21,Community & Social Service,Q3,1
21-1092,Probation Officers and Correctional Treatment Specialists,0.0,0.0,0.0,0.631578947368421,0.3947368421052631,,,,21,Community & Social Service,Q0 (none),0
21-1093,Social and Human Service Assistants,0.0,0.0,0.0,0.5714285714285714,0.3928571428571428,,,4.0,21,Community & Social Service,Q0 (none),0
21-1094,Community Health Workers,0.0,0.0,0.0,0.5555555555555556,0.3194444444444444,,,4.0,21,Community & Social Service,Q0 (none),0
21-2011,Clergy,0.1116,0.0451264328993121,0.0664735671006879,0.4761904761904761,0.3333333333333333,0.4043587177357715,0.5956412822642285,9.0,21,Community & Social Service,Q3,1
21-2021,"Directors, Religious Activities and Education",0.153,0.0622776889763997,0.0907223110236002,0.7272727272727273,0.4393939393939394,0.4070437187999982,0.5929562812000018,7.0,21,Community & Social Service,Q3,1
23-1011,Lawyers,0.1673,0.0414847045294091,0.1258152954705909,0.8500000000000001,0.425,0.2479659565415966,0.7520340434584034,5.0,23,Legal,Q3,1
23-1012,Judicial Law Clerks,0.1704,0.0790036363636363,0.0913963636363636,0.896551724137931,0.5172413793103449,0.4636363636363637,0.5363636363636364,5.0,23,Legal,Q3,1
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.3048,0.1210490194455345,0.1837509805544654,0.8461538461538463,0.5,0.3971424522491291,0.6028575477508709,4.0,23,Legal,Q4 (high),1
23-1022,"Arbitrators, Mediators, and Conciliators",0.2426,0.076709817660754,0.1658901823392459,0.9032258064516128,0.5,0.3161987537541386,0.6838012462458614,8.0,23,Legal,Q3,1
23-1023,"Judges, Magistrate Judges, and Magistrates",0.3109,0.1595004067091831,0.1513995932908168,0.8333333333333333,0.4166666666666666,0.5130280048542398,0.48697199514576,5.0,23,Legal,Q4 (high),1
23-2011,Paralegals and Legal Assistants,0.2927,0.1980210801293489,0.094678919870651,0.8500000000000001,0.525,0.6765325593759787,0.3234674406240213,2.0,23,Legal,Q4 (high),1
23-2093,"Title Examiners, Abstractors, and Searchers",0.0216,0.01134,0.01026,0.9285714285714284,0.5714285714285714,0.5249999999999999,0.475,1.0,23,Legal,Q1 (low),0
25-1011,"Business Teachers, Postsecondary",0.3072,0.1301754832721423,0.1770245167278576,0.7954545454545455,0.4886363636363636,0.4237483179431718,0.5762516820568282,14.0,25,Educational Instruction & Library,Q4 (high),1
25-1021,"Computer Science Teachers, Postsecondary",0.2414,0.1037573122780449,0.1376426877219551,0.8571428571428571,0.5119047619047619,0.4298148810192416,0.5701851189807584,17.0,25,Educational Instruction & Library,Q3,1
25-1022,"Mathematical Science Teachers, Postsecondary",0.4305,0.1861636988967721,0.2443363011032279,0.7837837837837838,0.5405405405405406,0.4324360020830943,0.5675639979169057,15.0,25,Educational Instruction & Library,Q4 (high),1
25-1031,"Architecture Teachers, Postsecondary",0.0,0.0,0.0,0.7804878048780488,0.4878048780487805,0.38469151411677,0.61530848588323,15.0,25,Educational Instruction & Library,Q0 (none),0
25-1032,"Engineering Teachers, Postsecondary",0.3589,0.1406012479068476,0.2182987520931523,0.8571428571428571,0.5,0.3917560543517627,0.6082439456482372,15.0,25,Educational Instruction & Library,Q4 (high),1
25-1041,"Agricultural Sciences Teachers, Postsecondary",0.0,0.0,0.0,0.7777777777777778,0.5,0.4216526991572142,0.5783473008427858,16.0,25,Educational Instruction & Library,Q0 (none),0
25-1042,"Biological Science Teachers, Postsecondary",0.2914,0.1140010087343822,0.1773989912656177,0.7959183673469387,0.4693877551020408,0.3912182866656906,0.6087817133343093,17.0,25,Educational Instruction & Library,Q4 (high),1
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",0.0206,0.008068423419246,0.0125315765807539,0.7608695652173912,0.4782608695652174,0.3916710397692242,0.6083289602307758,17.0,25,Educational Instruction & Library,Q1 (low),0
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.0396,0.0140695547500726,0.0255304452499273,0.775,0.475,0.3552917866179961,0.6447082133820038,17.0,25,Educational Instruction & Library,Q1 (low),0
25-1052,"Chemistry Teachers, Postsecondary",0.2185,0.0759382882455504,0.1425617117544495,0.6862745098039216,0.4313725490196078,0.3475436532977138,0.6524563467022862,15.0,25,Educational Instruction & Library,Q3,1
25-1053,"Environmental Science Teachers, Postsecondary",0.0232,0.009271970235562,0.0139280297644379,0.7826086956521738,0.5217391304347826,0.3996538894638832,0.6003461105361169,17.0,25,Educational Instruction & Library,Q1 (low),0
25-1054,"Physics Teachers, Postsecondary",0.0,0.0,0.0,0.7209302325581395,0.4186046511627906,0.3950734486784269,0.604926551321573,16.0,25,Educational Instruction & Library,Q0 (none),0
25-1061,"Anthropology and Archeology Teachers, Postsecondary",0.0236,0.0096299975423543,0.0139700024576457,0.7551020408163265,0.520408163265306,0.4080507433200975,0.5919492566799025,16.0,25,Educational Instruction & Library,Q1 (low),0
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.0,0.0,0.0,0.7777777777777778,0.5,0.4082002357033104,0.5917997642966896,15.0,25,Educational Instruction & Library,Q0 (none),0
25-1063,"Economics Teachers, Postsecondary",0.0,0.0,0.0,0.8048780487804879,0.475609756097561,0.4029132532437338,0.5970867467562662,15.0,25,Educational Instruction & Library,Q0 (none),0
25-1064,"Geography Teachers, Postsecondary",0.0,0.0,0.0,0.7727272727272727,0.4772727272727273,0.4029132532437338,0.5970867467562662,16.0,25,Educational Instruction & Library,Q0 (none),0
25-1065,"Political Science Teachers, Postsecondary",0.0,0.0,0.0,0.7804878048780488,0.475609756097561,0.4029132532437338,0.5970867467562662,16.0,25,Educational Instruction & Library,Q0 (none),0
25-1066,"Psychology Teachers, Postsecondary",0.3219,0.1255390398473845,0.1963609601526155,0.8,0.48,0.3899939106784233,0.6100060893215767,18.0,25,Educational Instruction & Library,Q4 (high),1
25-1067,"Sociology Teachers, Postsecondary",0.0,0.0,0.0,0.7272727272727273,0.4318181818181818,0.4029132532437338,0.5970867467562662,16.0,25,Educational Instruction & Library,Q0 (none),0
25-1071,"Health Specialties Teachers, Postsecondary",0.3045,0.1226870856127169,0.181812914387283,0.8250000000000001,0.475,0.4029132532437338,0.5970867467562662,15.0,25,Educational Instruction & Library,Q4 (high),1
25-1072,"Nursing Instructors and Teachers, Postsecondary",0.1909,0.0733688706151385,0.1175311293848614,0.6470588235294118,0.4019607843137255,0.3843314332904063,0.6156685667095936,15.0,25,Educational Instruction & Library,Q3,1
25-1081,"Education Teachers, Postsecondary",0.2621,0.1056035636751826,0.1564964363248173,0.8095238095238095,0.4880952380952381,0.4029132532437338,0.5970867467562662,17.0,25,Educational Instruction & Library,Q4 (high),1
25-1082,"Library Science Teachers, Postsecondary",0.018,0.0069916578770125,0.0110083421229874,0.8085106382978723,0.5106382978723404,0.3884254376118067,0.6115745623881933,17.0,25,Educational Instruction & Library,Q1 (low),0
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.0,0.0,0.0,0.775,0.5,0.4029132532437338,0.5970867467562662,15.0,25,Educational Instruction & Library,Q0 (none),0
25-1112,"Law Teachers, Postsecondary",0.0,0.0,0.0,0.775,0.45,0.396136900433962,0.603863099566038,15.0,25,Educational Instruction & Library,Q0 (none),0
25-1113,"Social Work Teachers, Postsecondary",0.0,0.0,0.0,0.6818181818181819,0.4204545454545454,0.4029132532437338,0.5970867467562662,15.0,25,Educational Instruction & Library,Q0 (none),0
25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.2142,0.0857693935450842,0.1284306064549157,0.75,0.4375,0.4004173368117844,0.5995826631882156,17.0,25,Educational Instruction & Library,Q3,1
25-1122,"Communications Teachers, Postsecondary",0.2111,0.090768228032149,0.1203317719678509,0.7250000000000001,0.425,0.4299773947520087,0.5700226052479913,15.0,25,Educational Instruction & Library,Q3,1
25-1123,"English Language and Literature Teachers, Postsecondary",0.3618,0.1358065647596012,0.2259934352403988,0.8035714285714285,0.5267857142857143,0.3753636394682178,0.6246363605317823,21.0,25,Educational Instruction & Library,Q4 (high),1
25-1124,"Foreign Language and Literature Teachers, Postsecondary",0.2403,0.0994689568539728,0.1408310431460271,0.8,0.5333333333333333,0.4139365661838237,0.5860634338161763,15.0,25,Educational Instruction & Library,Q3,1
25-1125,"History Teachers, Postsecondary",0.0994,0.0400337639917825,0.0593662360082174,0.8,0.5111111111111112,0.4027541649072687,0.5972458350927312,17.0,25,Educational Instruction & Library,Q2,1
25-1126,"Philosophy and Religion Teachers, Postsecondary",0.2197,0.0813871656365135,0.1383128343634864,0.7727272727272727,0.5113636363636364,0.3704468167342447,0.6295531832657553,17.0,25,Educational Instruction & Library,Q3,1
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",0.0,0.0,0.0,0.875,0.5375,0.409717997542256,0.5902820024577439,15.0,25,Educational Instruction & Library,Q0 (none),0
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",0.1138,0.0433946640742246,0.0704053359257753,0.8372093023255813,0.5581395348837209,0.3813239373833447,0.6186760626166554,16.0,25,Educational Instruction & Library,Q3,1
25-1194,"Career/Technical Education Teachers, Postsecondary",0.1563,0.0660990509836098,0.0902009490163901,0.8461538461538461,0.4871794871794871,0.422898598743505,0.5771014012564951,5.0,25,Educational Instruction & Library,Q3,1
25-2011,"Preschool Teachers, Except Special Education",0.0,0.0,0.0,0.3939393939393939,0.2272727272727273,0.3607476478333193,0.6392523521666807,11.0,25,Educational Instruction & Library,Q0 (none),0
25-2012,"Kindergarten Teachers, Except Special Education",0.0,0.0,0.0,0.410958904109589,0.2328767123287671,0.5396972995560484,0.4603027004439515,11.0,25,Educational Instruction & Library,Q0 (none),0
25-2021,"Elementary School Teachers, Except Special Education",0.103,0.0584606164840358,0.0445393835159641,0.5675675675675675,0.3108108108108108,0.5675788008158823,0.4324211991841177,15.0,25,Educational Instruction & Library,Q2,1
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",0.2972,0.1554771325500671,0.1417228674499328,0.6231884057971014,0.3478260869565217,0.5231397461307777,0.4768602538692222,16.0,25,Educational Instruction & Library,Q4 (high),1
25-2023,"Career/Technical Education Teachers, Middle School",0.0,0.0,0.0,0.4516129032258064,0.3225806451612903,0.5732098212265548,0.4267901787734452,14.0,25,Educational Instruction & Library,Q0 (none),0
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",0.2901,0.1512122472404069,0.1388877527595931,0.6349206349206349,0.3333333333333333,0.521241803655315,0.4787581963446851,16.0,25,Educational Instruction & Library,Q4 (high),1
25-2032,"Career/Technical Education Teachers, Secondary School",0.0,0.0,0.0,0.5151515151515151,0.3333333333333333,0.6306924740920394,0.3693075259079605,14.0,25,Educational Instruction & Library,Q0 (none),0
25-2051,"Special Education Teachers, Preschool",0.0058,0.0035067864799567,0.0022932135200432,0.2857142857142857,0.1999999999999999,0.6046183586132406,0.3953816413867593,8.0,25,Educational Instruction & Library,Q1 (low),0
25-2057,"Special Education Teachers, Middle School",0.134,0.074567471664841,0.0594325283351589,0.5324675324675325,0.3051948051948052,0.556473669140605,0.4435263308593949,13.0,25,Educational Instruction & Library,Q3,1
25-2058,"Special Education Teachers, Secondary School",0.0989,0.0553975101265569,0.043502489873443,0.5,0.3012820512820512,0.5601366039085636,0.4398633960914364,13.0,25,Educational Instruction & Library,Q2,1
25-2059,"Special Education Teachers, All Other",0.0257,0.01285,0.01285,0.65,0.475,0.5,0.5,3.0,25,Educational Instruction & Library,Q1 (low),0
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.0636,0.0270593883617422,0.0365406116382577,0.6323529411764706,0.4044117647058823,0.4254620811594697,0.5745379188405302,19.0,25,Educational Instruction & Library,Q2,0
25-3021,Self-Enrichment Teachers,0.0662,0.0320316433355186,0.0341683566644813,0.56,0.36,0.4838616818054178,0.5161383181945823,11.0,25,Educational Instruction & Library,Q2,0
25-3041,Tutors,0.4077,0.1640752427519089,0.243624757248091,0.9142857142857144,0.5428571428571428,0.4024411154081651,0.5975588845918348,9.0,25,Educational Instruction & Library,Q4 (high),1
25-4011,Archivists,0.1348,0.0693487828873883,0.0654512171126116,0.9230769230769232,0.5,0.5144568463456108,0.4855431536543891,9.0,25,Educational Instruction & Library,Q3,1
25-4012,Curators,0.4123,0.1312513622200039,0.2810486377799961,0.8518518518518519,0.5,0.3183394669415568,0.6816605330584431,6.0,25,Educational Instruction & Library,Q4 (high),1
25-4013,Museum Technicians and Conservators,0.0,0.0,0.0,0.4210526315789473,0.2368421052631578,,,8.0,25,Educational Instruction & Library,Q0 (none),0
25-4022,Librarians and Media Collections Specialists,0.2032,0.0770286541921571,0.1261713458078429,0.912280701754386,0.5350877192982456,0.3790780225991985,0.6209219774008017,9.0,25,Educational Instruction & Library,Q3,1
25-4031,Library Technicians,0.054,0.02173217698712,0.0322678230128799,0.75,0.5673076923076923,0.4024477219837041,0.5975522780162958,11.0,25,Educational Instruction & Library,Q2,0
25-9021,Farm and Home Management Educators,0.0,0.0,0.0,0.6666666666666666,0.3703703703703703,,,6.0,25,Educational Instruction & Library,Q0 (none),0
25-9031,Instructional Coordinators,0.3043,0.1251031160982924,0.1791968839017076,0.8,0.4875,0.4111176999615261,0.5888823000384739,18.0,25,Educational Instruction & Library,Q4 (high),1
25-9044,"Teaching Assistants, Postsecondary",0.1002,0.0657191399712319,0.0344808600287681,0.7272727272727273,0.5303030303030303,0.6558796404314562,0.3441203595685439,5.0,25,Educational Instruction & Library,Q2,1
27-1011,Art Directors,0.2098,0.0943182504781793,0.1154817495218206,0.9310344827586208,0.5,0.4495626810208739,0.5504373189791262,6.0,27,"Arts, Design, Entertainment, Sports, & Media",Q3,1
27-1012,Craft Artists,0.0539,0.019819730941704,0.0340802690582959,0.5172413793103449,0.2586206896551724,0.367713004484305,0.632286995515695,6.0,27,"Arts, Design, Entertainment, Sports, & Media",Q2,0
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.3565,0.1668949249295561,0.1896050750704438,0.8500000000000001,0.425,0.468148457025403,0.5318515429745969,15.0,27,"Arts, Design, Entertainment, Sports, & Media",Q4 (high),1
27-1014,Special Effects Artists and Animators,0.3571,0.1688489122378651,0.1882510877621348,1.0,0.525,0.4728336943093396,0.5271663056906604,6.0,27,"Arts, Design, Entertainment, Sports, & Media",Q4 (high),1
27-1021,Commercial and Industrial Designers,0.0437,0.011346415621717,0.0323535843782829,0.9310344827586208,0.4655172413793103,0.2596433780713292,0.7403566219286708,4.0,27,"Arts, Design, Entertainment, Sports, & Media",Q1 (low),0
27-1022,Fashion Designers,0.0568,0.0347707634224569,0.022029236577543,0.78125,0.390625,0.6121613278601582,0.3878386721398419,5.0,27,"Arts, Design, Entertainment, Sports, & Media",Q2,0
27-1023,Floral Designers,0.0,0.0,0.0,0.3333333333333333,0.1999999999999999,,,,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-1024,Graphic Designers,0.3672,0.1733135645613905,0.1938864354386094,1.0,0.5,0.4719868315942008,0.5280131684057991,9.0,27,"Arts, Design, Entertainment, Sports, & Media",Q4 (high),1
27-1025,Interior Designers,0.0,0.0,0.0,1.0,0.5,,,3.0,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-1026,Merchandise Displayers and Window Trimmers,0.0,0.0,0.0,0.6097560975609756,0.3048780487804878,,,2.0,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-1027,Set and Exhibit Designers,0.0,0.0,0.0,0.7826086956521738,0.3913043478260869,,,,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-2011,Actors,0.1011,0.0782523742518216,0.0228476257481783,0.21875,0.1875,0.7740096365165344,0.2259903634834655,8.0,27,"Arts, Design, Entertainment, Sports, & Media",Q2,1
27-2012,Producers and Directors,0.092,0.0428775807769103,0.0491224192230897,0.8453355155482816,0.4695853791598472,0.4660606606185902,0.5339393393814098,20.0,27,"Arts, Design, Entertainment, Sports, & Media",Q2,0
27-2021,Athletes and Sports Competitors,0.0,0.0,0.0,0.0,0.0,,,,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-2022,Coaches and Scouts,0.0,0.0,0.0,0.5333333333333333,0.3,,,5.0,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-2023,"Umpires, Referees, and Other Sports Officials",0.0,0.0,0.0,0.375,0.3125,,,1.0,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-2031,Dancers,0.0,0.0,0.0,0.0416666666666666,0.0208333333333333,,,,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-2032,Choreographers,0.0801,0.0481263812154696,0.0319736187845303,0.4857142857142857,0.2714285714285714,0.6008287292817681,0.3991712707182319,4.0,27,"Arts, Design, Entertainment, Sports, & Media",Q2,0
27-2041,Music Directors and Composers,0.0368,0.0167272727272727,0.0200727272727272,0.894736842105263,0.7105263157894737,0.4545454545454545,0.5454545454545455,10.0,27,"Arts, Design, Entertainment, Sports, & Media",Q1 (low),0
27-2042,Musicians and Singers,0.0,0.0,0.0,0.5714285714285714,0.4081632653061224,,,6.0,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-3011,Broadcast Announcers and Radio Disc Jockeys,0.0634,0.0244811881188118,0.0389188118811881,0.9,0.65,0.3861386138613861,0.6138613861386139,4.0,27,"Arts, Design, Entertainment, Sports, & Media",Q2,0
27-3023,"News Analysts, Reporters, and Journalists",0.2098,0.0627268913672629,0.147073108632737,1.0,0.65,0.2989842295865726,0.7010157704134272,8.0,27,"Arts, Design, Entertainment, Sports, & Media",Q3,1
27-3031,Public Relations Specialists,0.453,0.1762716884920901,0.2767283115079099,0.9393939393939394,0.5909090909090909,0.3891207251481017,0.6108792748518983,7.0,27,"Arts, Design, Entertainment, Sports, & Media",Q4 (high),1
27-3041,Editors,0.246,0.106605298367656,0.139394701632344,0.9411764705882352,0.6470588235294118,0.4333548714132358,0.5666451285867643,6.0,27,"Arts, Design, Entertainment, Sports, & Media",Q3,1
27-3042,Technical Writers,0.4747,0.2007980131796274,0.2739019868203725,0.9333333333333332,0.7,0.4229998171047555,0.5770001828952445,7.0,27,"Arts, Design, Entertainment, Sports, & Media",Q4 (high),1
27-3043,Writers and Authors,0.2462,0.1201427936674285,0.1260572063325714,0.9444444444444444,0.8771367521367521,0.487988601411164,0.5120113985888359,16.0,27,"Arts, Design, Entertainment, Sports, & Media",Q3,1
27-3091,Interpreters and Translators,0.4304,0.2664744807369678,0.1639255192630322,0.88,0.88,0.6191321578461148,0.3808678421538853,13.0,27,"Arts, Design, Entertainment, Sports, & Media",Q4 (high),1
27-3092,Court Reporters and Simultaneous Captioners,0.3431,0.2771685783256237,0.0659314216743762,1.0,0.9583333333333331,0.8078361361866038,0.1921638638133961,2.0,27,"Arts, Design, Entertainment, Sports, & Media",Q4 (high),1
27-4011,Audio and Video Technicians,0.0173,0.0078559139333686,0.0094440860666313,0.75,0.4375,0.4540990712929836,0.5459009287070165,9.0,27,"Arts, Design, Entertainment, Sports, & Media",Q1 (low),0
27-4012,Broadcast Technicians,0.0197,0.0079039513677811,0.0117960486322188,0.7619047619047619,0.5238095238095237,0.4012158054711247,0.5987841945288754,2.0,27,"Arts, Design, Entertainment, Sports, & Media",Q1 (low),0
27-4014,Sound Engineering Technicians,0.0,0.0,0.0,0.7777777777777777,0.4259259259259259,,,3.0,27,"Arts, Design, Entertainment, Sports, & Media",Q0 (none),0
27-4021,Photographers,0.195,0.0846485673329867,0.1103514326670132,0.7291666666666666,0.3854166666666666,0.4340952170922399,0.56590478290776,7.0,27,"Arts, Design, Entertainment, Sports, & Media",Q3,1
27-4031,"Camera Operators, Television, Video, and Film",0.1651,0.1651,0.0,0.7878787878787878,0.4242424242424242,1.0,0.0,1.0,27,"Arts, Design, Entertainment, Sports, & Media",Q3,1
27-4032,Film and Video Editors,0.2234,0.1657927518841752,0.0576072481158247,0.9444444444444444,0.5277777777777778,0.7421340728924584,0.2578659271075416,7.0,27,"Arts, Design, Entertainment, Sports, & Media",Q3,1
29-1011,Chiropractors,0.0,0.0,0.0,0.7272727272727273,0.4545454545454546,,,4.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1021,"Dentists, General",0.0309,0.0052241007194244,0.0256758992805755,0.45,0.25,0.1690647482014388,0.8309352517985611,5.0,29,Healthcare Practitioners & Technical,Q1 (low),0
29-1022,Oral and Maxillofacial Surgeons,0.0,0.0,0.0,0.08,0.04,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1023,Orthodontists,0.0,0.0,0.0,0.6000000000000001,0.3,,,2.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1024,Prosthodontists,0.0,0.0,0.0,0.0909090909090909,0.0454545454545454,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1031,Dietitians and Nutritionists,0.1328,0.0522034203371079,0.0805965796628921,0.951219512195122,0.5487804878048781,0.3930980447071378,0.6069019552928622,3.0,29,Healthcare Practitioners & Technical,Q3,1
29-1041,Optometrists,0.0,0.0,0.0,0.6000000000000001,0.3,,,2.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1051,Pharmacists,0.0896,0.0076039603960395,0.0819960396039604,0.7428571428571429,0.4285714285714285,0.0848656294200848,0.9151343705799152,6.0,29,Healthcare Practitioners & Technical,Q2,0
29-1071,Physician Assistants,0.0,0.0,0.0,0.5416666666666666,0.2708333333333333,0.2181818181818182,0.7818181818181817,2.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1081,Podiatrists,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,,,,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1122,Occupational Therapists,0.008,0.0027846607669616,0.0052153392330383,0.4674242424242424,0.2890151515151515,0.3480825958702065,0.6519174041297935,6.0,29,Healthcare Practitioners & Technical,Q1 (low),0
29-1123,Physical Therapists,0.0174,0.0018642857142857,0.0155357142857142,0.2978723404255319,0.1914893617021276,0.1071428571428571,0.8928571428571428,6.0,29,Healthcare Practitioners & Technical,Q1 (low),0
29-1124,Radiation Therapists,0.0,0.0,0.0,0.5121951219512195,0.2804878048780488,,,2.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1125,Recreational Therapists,0.0,0.0,0.0,0.5454545454545454,0.3181818181818182,0.281594342131666,0.7184056578683341,19.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1126,Respiratory Therapists,0.0,0.0,0.0,0.3095238095238095,0.2023809523809523,,,3.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1127,Speech-Language Pathologists,0.0,0.0,0.0,0.7317073170731707,0.4512195121951219,,,5.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1128,Exercise Physiologists,0.0,0.0,0.0,0.48,0.26,,,6.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1129,"Therapists, All Other",0.0402,,,0.6432624113475177,0.3656028368794326,,,,29,Healthcare Practitioners & Technical,Q1 (low),0
29-1131,Veterinarians,0.0926,0.0258118466898954,0.0667881533101045,0.4594594594594595,0.2702702702702703,0.278745644599303,0.7212543554006969,2.0,29,Healthcare Practitioners & Technical,Q2,0
29-1141,Registered Nurses,0.0595,0.019659415713691,0.0398405842863089,0.6908921729611385,0.3801900070372976,0.3304103481292618,0.6695896518707382,19.0,29,Healthcare Practitioners & Technical,Q2,0
29-1151,Nurse Anesthetists,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,,,,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1161,Nurse Midwives,0.052,0.0223923444976076,0.0296076555023923,0.5853658536585367,0.3902439024390244,0.430622009569378,0.569377990430622,8.0,29,Healthcare Practitioners & Technical,Q2,0
29-1171,Nurse Practitioners,0.0944,0.0306120343460778,0.0637879656539221,0.9259259259259258,0.4814814814814814,0.3242800248525198,0.6757199751474803,6.0,29,Healthcare Practitioners & Technical,Q2,0
29-1181,Audiologists,0.0,0.0,0.0,0.7727272727272727,0.4545454545454546,,,4.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1211,Anesthesiologists,0.0,0.0,0.0,0.5,0.25,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1213,Dermatologists,0.0,0.0,0.0,0.7647058823529411,0.3823529411764705,0.2607701121698644,0.7392298878301354,29.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1215,Family Medicine Physicians,0.0,0.0,0.0,0.875,0.4375,0.2142857142857143,0.7857142857142858,6.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1216,General Internal Medicine Physicians,0.084,0.0249075788193012,0.0590924211806987,0.9142857142857144,0.4571428571428571,0.2965187954678714,0.7034812045321285,6.0,29,Healthcare Practitioners & Technical,Q2,0
